Datetime,PM10,CO,NO,NO2,NOX,SO2,O3,Rain,Temp,Rel_hum,Net_rad,Pressure
2009-01-01 01:00:00,8.0,0.0999999,0.0,1.0,1.0,0.0,0.0,,,,,
2009-01-01 02:00:00,12.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,16.9,97.2,,977.0
2009-01-01 03:00:00,15.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,16.6,97.2,,976.0
2009-01-01 04:00:00,1.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,15.9,97.2,,976.0
2009-01-01 05:00:00,9.0,0.0999999,1.0,1.0,2.0,0.0,0.0,0.0,15.7,97.2,,976.0
2009-01-01 06:00:00,22.0,0.3,1.0,1.0,2.0,0.0,0.0,0.0,15.6,97.2,,976.0
2009-01-01 07:00:00,15.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,15.8,97.2,,977.0
2009-01-01 08:00:00,42.0,0.4,10.0,1.0,11.0,0.0,0.0,0.0,16.1,97.2,,978.0
2009-01-01 09:00:00,75.0,0.3,7.0,3.0,10.0,0.0,1.0,0.0,18.8,95.7,,979.0
2009-01-01 10:00:00,89.0,0.0999999,0.0,1.0,1.0,0.0,9.0,0.0,22.8,79.7,,980.0
2009-01-01 11:00:00,3.0,0.2,1.0,1.0,2.0,0.0,17.0,0.0,26.0,66.7,,980.0
2009-01-01 12:00:00,1.0,0.2,0.0,1.0,1.0,0.0,22.0,0.0,28.3,57.0,,980.0
2009-01-01 13:00:00,,0.0999999,0.0,0.0,0.0,0.0,27.0,0.0,29.6,50.3,,979.0
2009-01-01 14:00:00,1.0,0.0999999,0.0,0.0,0.0,0.0,25.0,0.0,30.1,49.8,,978.0
2009-01-01 15:00:00,2.0,,,,,,,0.0,30.3,48.8,,977.0
2009-01-01 16:00:00,11.0,0.0999999,1.0,0.0,1.0,0.0,26.0,0.0,30.2,49.7,,976.0
2009-01-01 17:00:00,15.0,0.0999999,0.0,0.0,0.0,0.0,25.0,0.0,29.9,53.1,,976.0
2009-01-01 18:00:00,18.0,0.0999999,0.0,1.0,1.0,0.0,23.0,0.0,28.3,59.5,,976.0
2009-01-01 19:00:00,29.0,0.0999999,0.0,1.0,1.0,0.0,13.0,0.0,25.3,76.2999,,976.0
2009-01-01 20:00:00,10.0,0.0999999,0.0,0.0,0.0,0.0,10.0,0.0,23.4,81.3999,,977.0
2009-01-01 21:00:00,22.0,0.0999999,0.0,1.0,1.0,0.0,5.0,0.0,22.7,85.5,,978.0
2009-01-01 22:00:00,22.0,0.3,2.0,3.0,5.0,0.0,3.0,0.0,21.6,90.2999,,978.0
2009-01-01 23:00:00,21.0,0.2,1.0,1.0,2.0,0.0,5.0,0.0,21.5,86.7,,978.0
2009-01-02 00:00:00,,,,,,,,,,,,
2009-01-02 01:00:00,12.0,0.0999999,0.0,1.0,1.0,0.0,10.0,0.0,22.8,79.6,,979.0
2009-01-02 02:00:00,7.0,0.0999999,0.0,1.0,1.0,0.0,7.0,0.0,22.0,83.5,,979.0
2009-01-02 03:00:00,6.0,0.0999999,0.0,0.0,0.0,0.0,6.0,0.0,21.4,86.7999,,979.0
2009-01-02 04:00:00,3.0,0.0999999,0.0,0.0,0.0,0.0,6.0,0.0,21.3,86.1,,978.0
2009-01-02 05:00:00,3.0,0.0999999,0.0,1.0,1.0,0.0,6.0,0.0,21.1,86.5,,978.0
2009-01-02 06:00:00,8.0,0.0999999,0.0,1.0,1.0,0.0,6.0,0.0,20.6,85.8999,,978.0
2009-01-02 07:00:00,15.0,0.0999999,0.0,2.0,2.0,0.0,2.0,0.0,19.4,91.8999,,979.0
2009-01-02 08:00:00,27.0,0.0999999,0.0,1.0,1.0,0.0,1.0,0.0,19.7,91.7,,980.0
2009-01-02 09:00:00,13.0,0.0999999,0.0,1.0,1.0,0.0,3.0,0.0,20.8,84.1,,981.0
2009-01-02 10:00:00,19.0,0.2,0.0,1.0,1.0,0.0,5.0,0.0,21.9,78.8999,,982.0
2009-01-02 11:00:00,8.0,0.0999999,1.0,0.0,1.0,0.0,8.0,0.0,23.1,72.5,,982.0
2009-01-02 12:00:00,6.0,0.0999999,0.0,1.0,1.0,0.0,8.0,0.0,24.8,66.6,,982.0
2009-01-02 13:00:00,2.0,0.0999999,0.0,1.0,1.0,0.0,20.0,0.0,25.9,62.6,,981.0
2009-01-02 14:00:00,,0.2,0.0,1.0,1.0,0.0,23.0,0.0,26.5,60.2,,980.0
2009-01-02 15:00:00,3.0,0.2,0.0,0.0,0.0,0.0,26.0,0.0,26.8,59.1,,979.0
2009-01-02 16:00:00,9.0,,,,,,,0.0,26.2,62.8,,979.0
2009-01-02 17:00:00,19.0,0.2,0.0,2.0,2.0,0.0,19.0,0.0,25.3,68.8999,,978.0
2009-01-02 18:00:00,17.0,0.2,0.0,1.0,1.0,0.0,18.0,0.0,24.5,71.3999,,979.0
2009-01-02 19:00:00,33.0,0.2,0.0,1.0,1.0,0.0,14.0,0.0,23.4,75.5,,979.0
2009-01-02 20:00:00,25.0,0.2,0.0,1.0,1.0,0.0,9.0,0.0,22.7,79.2999,,979.0
2009-01-02 21:00:00,12.0,0.0999999,0.0,0.0,0.0,0.0,11.0,0.0,22.6,79.6,,980.0
2009-01-02 22:00:00,24.0,0.2,1.0,2.0,3.0,0.0,10.0,0.0,22.8,77.7999,,980.0
2009-01-02 23:00:00,24.0,0.2,0.0,1.0,1.0,0.0,8.0,0.0,21.9,83.2999,,980.0
2009-01-03 00:00:00,,,,,,,,,,,,
2009-01-03 01:00:00,9.0,0.2,0.0,1.0,1.0,0.0,6.0,0.0,20.2,88.8999,,980.0
2009-01-03 02:00:00,4.0,0.0999999,0.0,0.0,0.0,0.0,6.0,0.0,19.7,90.3999,,980.0
2009-01-03 03:00:00,3.0,0.2,0.0,1.0,1.0,0.0,4.0,0.0,19.2,92.1,,979.0
2009-01-03 04:00:00,1.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,17.5,95.7999,,978.0
2009-01-03 05:00:00,1.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,16.5,97.2,,978.0
2009-01-03 06:00:00,,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,15.8,97.2,,978.0
2009-01-03 07:00:00,4.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,15.3,97.2,,979.0
2009-01-03 08:00:00,23.0,0.2,2.0,1.0,3.0,0.0,0.0,0.0,15.0,97.2,,979.0
2009-01-03 09:00:00,95.0,0.7,5.0,3.0,8.0,0.0,1.0,0.0,17.3,95.8999,,980.0
2009-01-03 10:00:00,54.0,0.0999999,0.0,0.0,0.0,0.0,9.0,0.0,21.5,80.2999,,981.0
2009-01-03 11:00:00,6.0,0.0999999,1.0,0.0,1.0,0.0,19.0,0.0,24.3,68.6,,982.0
2009-01-03 12:00:00,6.0,0.0999999,11.0,12.0,23.0,3.0,19.0,0.0,26.3,59.8,,982.0
2009-01-03 13:00:00,6.0,0.0999999,20.0,24.0,44.0,8.0,10.0,0.0,27.3,56.5,,981.0
2009-01-03 14:00:00,6.0,0.0999999,6.0,18.0,24.0,4.0,17.0,0.0,26.8,58.0,,979.0
2009-01-03 15:00:00,8.0,0.0999999,2.0,11.0,13.0,2.0,28.0,0.0,27.6,55.1,,978.0
2009-01-03 16:00:00,8.0,0.0999999,0.0,4.0,4.0,0.0,39.0,0.0,28.2,53.4,,978.0
2009-01-03 17:00:00,16.0,,,,,,,0.0,28.4,54.2,,977.0
2009-01-03 18:00:00,42.0,0.3,1.0,9.0,10.0,1.0,19.0,0.0,26.4,63.7,,977.0
2009-01-03 19:00:00,24.0,0.3,0.0,5.0,5.0,0.0,20.0,0.0,22.8,79.1,,977.0
2009-01-03 20:00:00,38.0,0.5,1.0,8.0,9.0,0.0,5.0,0.0,20.5,90.1,,977.0
2009-01-03 21:00:00,59.0,0.599999,0.0,4.0,4.0,0.0,1.0,0.0,19.2,94.1,,977.0
2009-01-03 22:00:00,48.0,0.3,1.0,2.0,3.0,0.0,0.0,0.0,18.2,96.0,,978.0
2009-01-03 23:00:00,41.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,17.4,96.7999,,978.0
2009-01-04 00:00:00,,,,,,,,,,,,
2009-01-04 01:00:00,9.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,16.2,97.2,23.0,978.0
2009-01-04 02:00:00,10.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,15.7,97.2,23.0,978.0
2009-01-04 03:00:00,8.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,15.3,97.2,30.0,977.0
2009-01-04 04:00:00,8.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,15.0,97.2,37.0,977.0
2009-01-04 05:00:00,5.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,14.7,97.2,41.0,977.0
2009-01-04 06:00:00,8.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,14.3,97.2,39.0,977.0
2009-01-04 07:00:00,13.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,13.9,97.2,39.0,977.0
2009-01-04 08:00:00,28.0,0.2,3.0,1.0,4.0,0.0,0.0,0.0,13.7,97.2,40.0,978.0
2009-01-04 09:00:00,89.0,0.7,4.0,3.0,7.0,0.0,1.0,0.0,16.0,97.1,47.0,979.0
2009-01-04 10:00:00,111.0,0.2,0.0,1.0,1.0,0.0,8.0,0.0,20.7,84.7,91.0,980.0
2009-01-04 11:00:00,,0.2,1.0,0.0,1.0,0.0,20.0,0.0,24.2,68.8999,28.0,980.0
2009-01-04 12:00:00,4.0,0.2,1.0,0.0,1.0,0.0,26.0,0.0,27.0,58.5,6.0,979.0
2009-01-04 13:00:00,3.0,0.0999999,0.0,1.0,1.0,0.0,28.0,0.0,27.8,55.1,6.0,979.0
2009-01-04 14:00:00,6.0,0.0999999,1.0,1.0,2.0,0.0,27.0,0.0,28.3,53.0,6.0,977.0
2009-01-04 15:00:00,15.0,0.2,0.0,2.0,2.0,0.0,29.0,0.0,28.2,54.2,6.0,976.0
2009-01-04 16:00:00,14.0,0.2,1.0,1.0,2.0,0.0,29.0,0.0,28.3,53.7,6.0,975.0
2009-01-04 17:00:00,9.0,0.2,1.0,1.0,2.0,0.0,25.0,0.0,28.9,50.7,6.0,976.0
2009-01-04 18:00:00,41.0,,,,,,,0.0,25.4,65.3999,6.0,976.0
2009-01-04 19:00:00,41.0,0.3,1.0,3.0,4.0,0.0,8.0,0.0,21.9,84.2999,6.0,975.0
2009-01-04 20:00:00,21.0,0.2,1.0,1.0,2.0,0.0,2.0,0.0,19.6,91.8999,11.0,976.0
2009-01-04 21:00:00,15.0,0.2,1.0,0.0,1.0,0.0,1.0,0.0,18.2,94.7,15.0,976.0
2009-01-04 22:00:00,18.0,0.2,1.0,2.0,3.0,0.0,0.0,0.0,17.2,95.7,17.0,976.0
2009-01-04 23:00:00,34.0,0.4,1.0,2.0,3.0,0.0,0.0,0.0,17.0,96.0,28.0,976.0
2009-01-05 00:00:00,,,,,,,,,,,,
2009-01-05 01:00:00,22.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,15.9,97.1,,976.0
2009-01-05 02:00:00,14.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,15.2,97.2,,976.0
2009-01-05 03:00:00,6.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,14.8,97.2,,976.0
2009-01-05 04:00:00,6.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,14.3,97.2,,975.0
2009-01-05 05:00:00,5.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,13.9,97.2,,975.0
2009-01-05 06:00:00,14.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,13.6,97.2,,975.0
2009-01-05 07:00:00,19.0,0.0999999,2.0,0.0,2.0,0.0,0.0,0.0,13.3,97.2,,976.0
2009-01-05 08:00:00,31.0,0.2,3.0,1.0,4.0,0.0,0.0,0.0,13.1,97.2,,976.0
2009-01-05 09:00:00,58.0,0.2,2.0,1.0,3.0,0.0,0.0,0.0,15.3,97.2,,977.0
2009-01-05 10:00:00,127.0,0.0999999,0.0,1.0,1.0,0.0,10.0,0.0,19.7,87.2999,,978.0
2009-01-05 11:00:00,7.0,0.0999999,0.0,1.0,1.0,0.0,20.0,0.0,23.4,72.7999,,978.0
2009-01-05 12:00:00,10.0,0.0999999,0.0,1.0,1.0,0.0,25.0,0.0,26.4,62.4,,978.0
2009-01-05 13:00:00,6.0,0.0999999,0.0,1.0,1.0,0.0,32.0,0.0,28.2,55.0,,977.0
2009-01-05 14:00:00,11.0,0.0999999,0.0,1.0,1.0,0.0,36.0,0.0,28.6,52.8,,976.0
2009-01-05 15:00:00,11.0,0.0999999,0.0,2.0,2.0,0.0,37.0,0.0,29.1,50.7,,975.0
2009-01-05 16:00:00,19.0,0.0999999,0.0,2.0,2.0,0.0,36.0,0.0,29.7,49.4,,974.0
2009-01-05 17:00:00,17.0,0.0999999,0.0,1.0,1.0,0.0,33.0,0.0,30.0,48.4,,974.0
2009-01-05 18:00:00,30.0,0.2,2.0,5.0,7.0,0.0,31.0,0.0,28.0,53.3,,975.0
2009-01-05 19:00:00,77.0,,,,,,,0.0,23.3,73.7,,975.0
2009-01-05 20:00:00,54.0,0.2,0.0,3.0,3.0,0.0,9.0,0.0,20.3,86.7,,975.0
2009-01-05 21:00:00,31.0,0.0999999,1.0,1.0,2.0,0.0,6.0,0.0,19.0,90.6,,976.0
2009-01-05 22:00:00,69.0,0.3,2.0,3.0,5.0,0.0,1.0,0.0,18.6,92.2,,976.0
2009-01-05 23:00:00,35.0,0.2,0.0,1.0,1.0,0.0,2.0,0.0,17.8,93.8999,,976.0
2009-01-06 00:00:00,,,,,,,,,,,,
2009-01-06 01:00:00,27.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,16.2,97.2,,976.0
2009-01-06 02:00:00,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,16.1,97.2,,976.0
2009-01-06 03:00:00,27.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,16.1,97.2,,976.0
2009-01-06 04:00:00,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,15.7,97.2,,975.0
2009-01-06 05:00:00,14.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,15.0,97.2,,975.0
2009-01-06 06:00:00,16.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,14.4,97.2,,975.0
2009-01-06 07:00:00,17.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,14.0,97.2,,976.0
2009-01-06 08:00:00,28.0,0.0999999,1.0,1.0,2.0,0.0,0.0,0.0,13.9,97.2,,977.0
2009-01-06 09:00:00,92.0,0.5,3.0,4.0,7.0,0.0,0.0,0.0,16.1,97.2,,978.0
2009-01-06 10:00:00,108.0,0.2,0.0,2.0,2.0,0.0,8.0,0.0,20.3,86.8999,,979.0
2009-01-06 11:00:00,6.0,0.0999999,0.0,1.0,1.0,0.0,21.0,0.0,24.4,70.2999,,979.0
2009-01-06 12:00:00,11.0,0.0999999,0.0,1.0,1.0,0.0,30.0,0.0,27.3,58.5,,979.0
2009-01-06 13:00:00,5.0,0.0999999,0.0,1.0,1.0,0.0,33.0,0.0,28.5,51.8,,979.0
2009-01-06 14:00:00,2.0,0.0999999,0.0,1.0,1.0,0.0,36.0,0.0,29.5,46.7,,977.0
2009-01-06 15:00:00,10.0,0.0999999,0.0,1.0,1.0,0.0,37.0,0.0,29.7,45.5,,976.0
2009-01-06 16:00:00,8.0,0.0999999,1.0,1.0,2.0,0.0,37.0,0.0,29.9,44.8,,976.0
2009-01-06 17:00:00,33.0,0.2,1.0,2.0,3.0,0.0,34.0,0.0,29.1,47.2,,976.0
2009-01-06 18:00:00,48.0,0.3,1.0,7.0,8.0,0.0,26.0,0.0,27.2,57.6,,976.0
2009-01-06 19:00:00,58.0,0.4,1.0,5.0,6.0,0.0,14.0,0.0,23.1,75.8999,,977.0
2009-01-06 20:00:00,56.0,,,,,,,0.0,20.9,85.1,,977.0
2009-01-06 21:00:00,29.0,0.2,0.0,2.0,2.0,0.0,4.0,0.0,19.4,89.7,,977.0
2009-01-06 22:00:00,35.0,0.4,0.0,2.0,2.0,0.0,1.0,0.0,18.3,92.1,,978.0
2009-01-06 23:00:00,34.0,0.4,0.0,2.0,2.0,0.0,0.0,0.0,17.5,94.1,,978.0
2009-01-07 00:00:00,,,,,,,,,,,,
2009-01-07 01:00:00,16.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,16.0,96.5,,978.0
2009-01-07 02:00:00,13.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,15.1,97.2,,978.0
2009-01-07 03:00:00,8.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,14.5,97.2,,978.0
2009-01-07 04:00:00,6.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,14.1,97.2,,977.0
2009-01-07 05:00:00,9.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,13.6,97.2,,977.0
2009-01-07 06:00:00,13.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,13.2,97.2,,978.0
2009-01-07 07:00:00,15.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,12.8,97.2,,978.0
2009-01-07 08:00:00,20.0,0.0999999,1.0,1.0,2.0,0.0,0.0,0.0,12.6,97.2,,979.0
2009-01-07 09:00:00,87.0,0.5,4.0,3.0,7.0,0.0,1.0,0.0,14.8,96.7999,,980.0
2009-01-07 10:00:00,124.0,0.0999999,1.0,0.0,1.0,0.0,8.0,0.0,19.6,83.3999,,981.0
2009-01-07 11:00:00,,0.0999999,0.0,0.0,0.0,0.0,18.0,0.0,23.7,66.6,,982.0
2009-01-07 12:00:00,3.0,0.0999999,0.0,0.0,0.0,0.0,24.0,0.0,26.9,53.8,,982.0
2009-01-07 13:00:00,6.0,0.0999999,0.0,2.0,2.0,0.0,28.0,0.0,29.0,48.7,,981.0
2009-01-07 14:00:00,,0.0,0.0,1.0,1.0,0.0,34.0,0.0,30.1,40.1,,979.0
2009-01-07 15:00:00,19.0,0.0999999,1.0,3.0,4.0,0.0,44.0,0.0,29.7,43.2,,979.0
2009-01-07 16:00:00,20.0,0.0999999,1.0,2.0,3.0,0.0,33.0,0.0,30.5,41.2,,978.0
2009-01-07 17:00:00,54.0,0.4,1.0,6.0,7.0,0.0,24.0,0.0,27.3,54.6,,978.0
2009-01-07 18:00:00,119.0,1.0,1.0,10.0,11.0,0.0,14.0,0.0,25.8,66.5,,978.0
2009-01-07 19:00:00,53.0,0.2,0.0,4.0,4.0,0.0,7.0,0.0,22.5,79.6,,978.0
2009-01-07 20:00:00,31.0,0.3,0.0,2.0,2.0,0.0,6.0,0.0,19.7,87.2999,,978.0
2009-01-07 21:00:00,21.0,,,,,,,0.0,18.0,92.1,,979.0
2009-01-07 22:00:00,14.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,16.6,95.7,,979.0
2009-01-07 23:00:00,5.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,15.8,96.6,,980.0
2009-01-08 00:00:00,,,,,,,,,,,,
2009-01-08 01:00:00,5.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,14.5,97.2,,979.0
2009-01-08 02:00:00,10.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,13.8,97.2,,979.0
2009-01-08 03:00:00,2.0,0.0999999,0.0,0.0,0.0,0.0,1.0,0.0,13.2,97.2,,979.0
2009-01-08 04:00:00,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.8,97.2,,979.0
2009-01-08 05:00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,97.2,,979.0
2009-01-08 06:00:00,8.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,12.3,97.2,,979.0
2009-01-08 07:00:00,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,97.2,,980.0
2009-01-08 08:00:00,18.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,11.8,97.2,,981.0
2009-01-08 09:00:00,64.0,0.0999999,2.0,3.0,5.0,0.0,0.0,0.0,14.0,97.1,,982.0
2009-01-08 10:00:00,131.0,0.0999999,0.0,2.0,2.0,0.0,8.0,0.0,18.7,82.6,,983.0
2009-01-08 11:00:00,3.0,0.0999999,0.0,1.0,1.0,0.0,16.0,0.0,22.9,67.3999,,983.0
2009-01-08 12:00:00,10.0,0.0999999,0.0,2.0,2.0,0.0,28.0,0.0,25.7,57.5,,983.0
2009-01-08 13:00:00,8.0,0.0,0.0,1.0,1.0,0.0,30.0,0.0,28.1,52.3,,982.0
2009-01-08 14:00:00,,0.0999999,0.0,1.0,1.0,0.0,21.0,0.0,29.5,46.6,,981.0
2009-01-08 15:00:00,3.0,0.0,0.0,1.0,1.0,0.0,28.0,0.0,30.6,41.5,,980.0
2009-01-08 16:00:00,2.0,0.0,1.0,1.0,2.0,0.0,31.0,0.0,30.7,39.4,,979.0
2009-01-08 17:00:00,12.0,0.0999999,4.0,3.0,7.0,0.0,29.0,0.0,30.8,39.7,,979.0
2009-01-08 18:00:00,21.0,0.0999999,0.0,2.0,2.0,0.0,27.0,0.0,28.3,48.4,,979.0
2009-01-08 19:00:00,37.0,0.0999999,1.0,2.0,3.0,0.0,18.0,0.0,23.1,70.2999,,979.0
2009-01-08 20:00:00,25.0,0.0999999,0.0,2.0,2.0,0.0,8.0,0.0,19.7,83.8999,,979.0
2009-01-08 21:00:00,28.0,0.0999999,1.0,2.0,3.0,0.0,2.0,0.0,18.0,90.8999,,980.0
2009-01-08 22:00:00,15.0,,,,,,,0.0,16.8,93.7999,,980.0
2009-01-08 23:00:00,10.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,15.8,95.5,,981.0
2009-01-09 00:00:00,,,,,,,,,,,,
2009-01-09 01:00:00,12.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,14.8,96.5,,981.0
2009-01-09 02:00:00,7.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,14.3,96.5,,980.0
2009-01-09 03:00:00,3.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,13.7,97.0,,980.0
2009-01-09 04:00:00,4.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,13.3,97.2,,980.0
2009-01-09 05:00:00,5.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,13.0,97.2,,980.0
2009-01-09 06:00:00,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,97.2,,980.0
2009-01-09 07:00:00,17.0,0.0999999,1.0,0.0,1.0,0.0,0.0,0.0,12.4,97.2,,980.0
2009-01-09 08:00:00,42.0,0.2,4.0,1.0,5.0,0.0,0.0,0.0,12.6,97.2,,981.0
2009-01-09 09:00:00,157.0,1.3,8.0,8.0,16.0,0.0,2.0,0.0,14.8,95.7,,982.0
2009-01-09 10:00:00,150.0,0.2,1.0,3.0,4.0,0.0,8.0,0.0,19.6,81.8999,,983.0
2009-01-09 11:00:00,2.0,0.0999999,0.0,1.0,1.0,0.0,18.0,0.0,24.9,65.6,,984.0
2009-01-09 12:00:00,2.0,0.0999999,0.0,1.0,1.0,0.0,28.0,0.0,27.1,56.6,,983.0
2009-01-09 13:00:00,2.0,0.0999999,0.0,0.0,0.0,0.0,32.0,0.0,28.7,50.2,,983.0
2009-01-09 14:00:00,3.0,0.0999999,0.0,1.0,1.0,0.0,32.0,0.0,28.2,50.2,,981.0
2009-01-09 15:00:00,13.0,0.0999999,0.0,1.0,1.0,0.0,32.0,0.0,29.1,49.1,,980.0
2009-01-09 16:00:00,9.0,0.0999999,0.0,0.0,0.0,0.0,33.0,0.0,28.9,49.5,,980.0
2009-01-09 17:00:00,19.0,0.0999999,0.0,1.0,1.0,0.0,34.0,0.0,28.3,51.0,,979.0
2009-01-09 18:00:00,30.0,0.0999999,0.0,2.0,2.0,0.0,31.0,0.0,27.1,56.7,,979.0
2009-01-09 19:00:00,38.0,0.2,0.0,2.0,2.0,0.0,21.0,0.0,23.6,72.3999,,979.0
2009-01-09 20:00:00,35.0,0.2,0.0,2.0,2.0,0.0,11.0,0.0,20.7,85.0,,980.0
2009-01-09 21:00:00,6.0,0.2,0.0,1.0,1.0,0.0,26.0,0.0,22.0,68.8999,,981.0
2009-01-09 22:00:00,17.0,0.2,0.0,1.0,1.0,0.0,28.0,0.0,21.2,69.2999,,982.0
2009-01-09 23:00:00,33.0,,,,,,,0.0,19.3,78.3999,,982.0
2009-01-10 00:00:00,,,,,,,,,,,,
2009-01-10 01:00:00,10.0,0.2,0.0,1.0,1.0,0.0,19.0,0.0,18.5,79.6,,982.0
2009-01-10 02:00:00,12.0,0.2,0.0,1.0,1.0,0.0,12.0,0.0,17.4,85.0,,982.0
2009-01-10 03:00:00,4.0,0.0999999,0.0,1.0,1.0,0.0,5.0,0.0,15.7,91.6,,981.0
2009-01-10 04:00:00,7.0,0.0999999,0.0,1.0,1.0,0.0,1.0,0.0,14.9,94.5,,981.0
2009-01-10 05:00:00,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,14.7,95.5,,981.0
2009-01-10 06:00:00,17.0,0.0999999,0.0,0.0,0.0,0.0,0.0,0.0,15.3,95.2,,981.0
2009-01-10 07:00:00,20.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,15.6,95.7999,,981.0
2009-01-10 08:00:00,27.0,0.0999999,0.0,2.0,2.0,0.0,0.0,0.0,15.7,96.0,,982.0
2009-01-10 09:00:00,57.0,0.3,1.0,4.0,5.0,0.0,8.0,0.0,18.0,86.2999,,983.0
2009-01-10 10:00:00,9.0,0.2,0.0,1.0,1.0,0.0,20.0,0.0,21.4,68.0,,984.0
2009-01-10 11:00:00,14.0,0.0999999,0.0,1.0,1.0,0.0,23.0,0.0,22.6,62.0,,985.0
2009-01-10 12:00:00,11.0,0.0999999,0.0,1.0,1.0,0.0,22.0,0.0,22.9,61.8,,985.0
2009-01-10 13:00:00,5.0,0.0999999,0.0,0.0,0.0,0.0,22.0,0.0,23.8,59.5,,984.0
2009-01-10 14:00:00,6.0,0.0999999,0.0,1.0,1.0,0.0,23.0,0.0,24.1,58.3,,982.0
2009-01-10 15:00:00,18.0,0.2,0.0,1.0,1.0,0.0,23.0,0.0,23.5,60.2,,981.0
2009-01-10 16:00:00,30.0,0.2,0.0,3.0,3.0,0.0,20.0,0.0,23.4,63.3,,980.0
2009-01-10 17:00:00,27.0,0.2,1.0,3.0,4.0,0.0,19.0,0.0,23.5,63.2,,980.0
2009-01-10 18:00:00,50.0,0.4,2.0,6.0,8.0,0.0,13.0,0.0,22.7,69.8999,,979.0
2009-01-10 19:00:00,35.0,0.2,0.0,2.0,2.0,0.0,7.0,0.0,19.6,84.7999,,979.0
2009-01-10 20:00:00,25.0,0.2,0.0,1.0,1.0,0.0,2.0,0.0,17.3,92.7,,979.0
2009-01-10 21:00:00,16.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,15.9,95.2,,980.0
2009-01-10 22:00:00,18.0,0.0999999,0.0,1.0,1.0,0.0,0.0,0.0,15.1,95.7,,980.0
2009-01-10 23:00:00,31.0,0.5,1.0,2.0,3.0,0.0,0.0,0.0,14.6,95.7,,981.0
2009-01-11 00:00:00,,,,,,,,,,,,
2009-01-11 01:00:00,34.0,0.799999,1.0,2.0,3.0,0.0,0.0,0.0,13.8,96.6,,981.0
2009-01-11 02:00:00,14.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,13.1,97.2,,980.0
2009-01-11 03:00:00,18.0,0.2,1.0,0.0,1.0,0.0,0.0,0.0,12.6,97.2,,980.0
